"listing_id","latitude","longitude","neighbourhood","room_type","listing_price","avg_price","price_difference_percent","price_status"
"9865051","-27.48172","153.03622","Kangaroo Point","Entire home/apt","133","241.3047619047619048","-44.88297746378813593600","Underpriced"
"38391169","-27.47388","153.03814","Kangaroo Point","Private room","74","135.2400000000000000","-45.28246081041112097000","Underpriced"
"18286298","-27.47666","153.03711","Kangaroo Point","Entire home/apt","130","241.3047619047619048","-46.12621857362750129100","Underpriced"
"1063475546168017040","-27.477280681098996","153.03869673609967","Kangaroo Point","Entire home/apt","128","241.3047619047619048","-46.95504598018707819400","Underpriced"
"1068775901422576433","-27.47741215695372","153.04053851306284","Kangaroo Point","Entire home/apt","122","241.3047619047619048","-49.44152819986580890400","Underpriced"
"937309450309077359","-27.4770064318021","153.0403668575469","Kangaroo Point","Entire home/apt","120","241.3047619047619048","-50.27035560642538580700","Underpriced"
"1040872659657964210","-27.47467386668107","153.03710148793112","Kangaroo Point","Entire home/apt","119","241.3047619047619048","-50.68476930970517425900","Underpriced"
"30861483","-27.48324","153.03997","Kangaroo Point","Private room","54","135.2400000000000000","-60.07098491570541260000","Underpriced"
"24020083","-27.47592","153.03829","Kangaroo Point","Entire home/apt","93","241.3047619047619048","-61.45952559497967400100","Underpriced"
"35563740","-27.48312","153.03287","Kangaroo Point","Private room","47","135.2400000000000000","-65.24696835255841467000","Underpriced"
