"listing_id","total_days","booked_days","occupancy_rate"
"31939372","365","283","0.7753424657534247"
"31367966","365","185","0.5068493150684932"
"9066508","365","365","1"
"795917884011521000","365","365","1"
"21045994","365","208","0.5698630136986301"
"49122294","365","195","0.5342465753424658"
"25893903","365","208","0.5698630136986301"
"43055638","365","9","0.024657534246575342"
"30100494","365","279","0.7643835616438356"
"42023140","365","157","0.4301369863013699"
"17301828","365","365","1"
"777126066331414000","365","278","0.7616438356164383"
"43629430","365","327","0.8958904109589041"
"809811475323616000","365","171","0.4684931506849315"
"32113709","365","238","0.6520547945205479"
"737368571260971000","365","343","0.9397260273972603"
"757681617994114000","365","64","0.17534246575342466"
"807550265238762000","365","260","0.7123287671232876"
"858904527281741000","365","282","0.7726027397260274"
"9737414","365","365","1"
"30801960","365","261","0.7150684931506849"
"50031712","365","357","0.9780821917808219"
"53927480","365","306","0.8383561643835616"
"664997758416403000","365","234","0.6410958904109589"
"841519540955045000","365","199","0.5452054794520548"
"49781031","365","14","0.038356164383561646"
"11323399","365","342","0.936986301369863"
"53468584","365","51","0.13972602739726028"
"768342869359712000","365","5","0.0136986301369863"
"45739402","365","5","0.0136986301369863"
"875611433200681000","365","344","0.9424657534246575"
"42282788","365","8","0.021917808219178082"
"766128156987043000","365","274","0.7506849315068493"
"21741329","365","213","0.5835616438356165"
"46357813","365","10","0.0273972602739726"
"11605664","365","0","0"
"592450879090050000","365","0","0"
"683621051103813000","365","319","0.873972602739726"
"30984479","365","120","0.3287671232876712"
"21254427","365","91","0.2493150684931507"
"872219663873531000","365","286","0.7835616438356164"
"584572159425768000","365","2","0.005479452054794521"
"8444726","365","333","0.9123287671232877"
"573405636176911000","365","19","0.052054794520547946"
"887353363502546000","365","2","0.005479452054794521"
"564744504085501000","365","208","0.5698630136986301"
"43914241","365","20","0.0547945205479452"
"590868883661066000","365","8","0.021917808219178082"
"585044882523216000","365","282","0.7726027397260274"
"782804445085534000","365","200","0.547945205479452"
"37220858","365","185","0.5068493150684932"
"782708622556473000","365","184","0.5041095890410959"
"645770381375641000","365","266","0.7287671232876712"
"44268261","365","335","0.9178082191780822"
"904074638009202000","365","274","0.7506849315068493"
"24921829","365","42","0.11506849315068493"
"875101111058179000","365","2","0.005479452054794521"
"36697795","365","208","0.5698630136986301"
"7507028","365","50","0.136986301369863"
"24314698","365","234","0.6410958904109589"
"47971953","365","38","0.10410958904109589"
"746582085457604000","365","0","0"
"31718130","365","295","0.8082191780821918"
"39288138","365","18","0.049315068493150684"
"35617047","365","38","0.10410958904109589"
"632894499783988000","365","25","0.0684931506849315"
"33319324","365","7","0.019178082191780823"
"54112281","365","287","0.7863013698630137"
"45307395","365","144","0.39452054794520547"
"616884139149613000","365","199","0.5452054794520548"
"830117468604363000","365","342","0.936986301369863"
"30719945","365","112","0.30684931506849317"
"37678627","365","365","1"
"704899007386003000","365","131","0.3589041095890411"
"48217059","365","271","0.7424657534246575"
"49550927","365","6","0.01643835616438356"
"613981825616238000","365","309","0.8465753424657534"
"41896450","365","0","0"
"628819483007427000","365","347","0.9506849315068493"
"601728504535704000","365","89","0.24383561643835616"
"841487420186817000","365","281","0.7698630136986301"
"30782985","365","146","0.4"
"46091990","365","23","0.06301369863013699"
"710599870549657000","365","301","0.8246575342465754"
"43738122","365","228","0.6246575342465753"
"41818853","365","36","0.09863013698630137"
"6096812","365","191","0.5232876712328767"
"39533356","365","319","0.873972602739726"
"766943840235974000","365","22","0.06027397260273973"
"6281479","365","4","0.010958904109589041"
"29267119","365","316","0.8657534246575342"
"39459242","365","327","0.8958904109589041"
"23529634","365","116","0.3178082191780822"
"50318253","365","290","0.7945205479452054"
"823181287411389000","365","44","0.12054794520547946"
"45901192","365","353","0.9671232876712329"
"779541527177707000","365","42","0.11506849315068493"
"44667649","365","164","0.44931506849315067"
"648111093552363000","365","239","0.6547945205479452"
"903908165937353000","365","303","0.8301369863013699"
"908203263271480000","365","278","0.7616438356164383"
"46411777","365","365","1"
"688720246023319000","365","287","0.7863013698630137"
"722082270740809000","365","365","1"
"28251314","365","277","0.7589041095890411"
"37037823","365","235","0.6438356164383562"
"11442338","365","121","0.3315068493150685"
"30826042","365","134","0.36712328767123287"
"44508483","365","290","0.7945205479452054"
"586160159613963000","365","29","0.07945205479452055"
